driverStandingsId,raceId,driverId,points,position,positionText,wins
12870,56,8,18.00,3,3,0
12871,56,18,13.00,6,6,0
12874,56,3,2.00,13,13,0
12887,56,35,5.00,11,11,0
12890,57,4,44.00,1,1,2
12891,57,30,31.00,2,2,2
12892,57,8,23.00,3,3,0
12893,57,18,13.00,7,7,0
12896,57,3,4.00,13,13,0
12909,57,35,6.00,11,11,0
12912,58,4,54.00,1,1,3
12913,58,30,39.00,2,2,2
12914,58,8,27.00,3,3,0
12915,58,18,16.00,6,6,0
12918,58,3,4.00,13,13,0
12931,58,35,6.00,12,12,0
12934,59,4,64.00,1,1,4
12935,59,30,43.00,2,2,2
12936,59,8,27.00,4,4,0
12937,59,18,16.00,7,7,0
12940,59,3,4.00,14,14,0
12953,59,35,6.00,13,13,0
12957,60,4,74.00,1,1,5
12958,60,30,51.00,2,2,2
12959,60,8,33.00,3,3,0
12960,60,18,16.00,7,7,0
12963,60,3,4.00,14,14,0
12976,60,35,7.00,12,12,0
12980,61,4,84.00,1,1,6
12981,61,30,59.00,2,2,2
12982,61,8,39.00,3,3,0
12983,61,18,16.00,7,7,0
12986,61,3,4.00,14,14,0
12999,61,35,7.00,12,12,0
13003,62,4,88.00,1,1,6
13004,62,30,69.00,2,2,3
13005,62,8,39.00,4,4,0
13006,62,18,16.00,7,7,0
13009,62,3,4.00,15,15,0
13022,62,35,7.00,13,13,0
13026,63,4,96.00,1,1,6
13027,63,30,79.00,2,2,4
13028,63,8,43.00,4,4,0
13029,63,18,16.00,7,7,0
13032,63,3,4.00,15,15,0
13045,63,35,7.00,13,13,0
13050,64,4,100.00,1,1,6
13051,64,30,89.00,2,2,5
13052,64,8,49.00,5,5,0
13053,64,18,21.00,7,7,0
13056,64,3,4.00,15,15,0
13069,64,35,7.00,13,13,0
13074,65,4,100.00,1,1,6
13075,65,30,90.00,2,2,5
13076,65,8,49.00,5,5,0
13077,65,18,31.00,6,6,1
13080,65,3,4.00,16,16,0
13093,65,35,7.00,14,14,0
13098,66,4,108.00,1,1,6
13099,66,30,96.00,2,2,5
13100,66,8,49.00,5,5,0
13101,66,18,36.00,6,6,1
13104,66,3,4.00,16,16,0
13117,66,35,7.00,14,14,0
13123,67,4,108.00,1,1,6
13124,67,30,106.00,2,2,6
13125,67,8,57.00,5,5,0
13126,67,18,40.00,6,6,1
13129,67,3,4.00,17,17,0
13142,67,35,7.00,14,14,0
13148,68,4,116.00,2,2,6
13149,68,30,116.00,1,1,7
13150,68,8,57.00,5,5,0
13151,68,18,45.00,6,6,1
13154,68,3,4.00,17,17,0
13167,68,35,7.00,15,15,0
13175,69,4,126.00,1,1,7
13176,69,30,116.00,2,2,7
13177,69,8,61.00,5,5,0
13178,69,18,50.00,6,6,1
13181,69,3,4.00,17,17,0
13194,69,35,7.00,15,15,0
13202,70,4,134.00,1,1,7
13203,70,30,121.00,2,2,7
13204,70,8,65.00,5,5,0
13205,70,18,56.00,6,6,1
13208,70,3,4.00,17,17,0
13221,70,35,7.00,15,15,0
13613,36,8,10.00,1,1,1
13614,36,4,8.00,2,2,0
13615,36,1,6.00,3,3,0
13619,36,3,2.00,7,7,0
13627,36,18,0.00,15,15,0
13630,37,8,16.00,2,2,1
13631,37,4,18.00,1,1,1
13632,37,1,14.00,3,3,0
13636,37,3,2.00,8,8,0
13644,37,18,0.00,15,15,0
13650,38,8,22.00,2,2,1
13651,38,4,22.00,1,1,1
13652,38,1,22.00,3,3,0
13656,38,3,2.00,9,9,0
13664,38,18,0.00,16,16,0
13671,39,8,22.00,4,4,1
13672,39,4,28.00,2,2,1
13673,39,1,30.00,1,1,0
13677,39,3,5.00,8,8,0
13685,39,18,0.00,18,18,0
13693,40,8,23.00,4,4,1
13694,40,4,38.00,1,1,2
13695,40,1,38.00,2,2,0
13699,40,3,5.00,8,8,0
13707,40,18,0.00,18,18,0
13715,41,8,27.00,4,4,1
13716,41,4,40.00,2,2,2
13717,41,1,48.00,1,1,1
13721,41,3,5.00,10,10,0
13729,41,18,0.00,19,19,0
13737,42,8,32.00,4,4,1
13738,42,4,48.00,2,2,2
13739,42,1,58.00,1,1,2
13743,42,3,5.00,11,11,0
13751,42,18,0.00,20,20,0
13759,42,20,1.00,16,16,0
13760,43,8,42.00,4,4,2
13761,43,4,50.00,2,2,2
13762,43,1,64.00,1,1,2
13766,43,3,5.00,11,11,0
13774,43,18,1.00,16,16,0
13782,43,20,1.00,17,17,0
13783,44,8,52.00,3,3,3
13784,44,4,58.00,2,2,2
13785,44,1,70.00,1,1,2
13789,44,3,5.00,11,11,0
13797,44,18,1.00,16,16,0
13805,44,20,1.00,17,17,0
13806,45,8,52.00,4,4,3
13807,45,4,68.00,2,2,3
13808,45,1,70.00,1,1,2
13812,45,3,5.00,13,13,0
13820,45,18,1.00,16,16,0
13828,45,20,1.00,17,17,0
13829,46,8,60.00,3,3,3
13830,46,4,73.00,2,2,3
13831,46,1,80.00,1,1,3
13835,46,3,7.00,12,12,0
13843,46,18,1.00,16,16,0
13851,46,20,1.00,17,17,0
13852,47,8,68.00,4,4,3
13853,47,4,79.00,2,2,3
13854,47,1,84.00,1,1,3
13858,47,3,9.00,10,10,0
13866,47,18,1.00,16,16,0
13874,47,20,1.00,17,17,0
13876,48,8,74.00,3,3,3
13877,48,4,89.00,2,2,4
13878,48,1,92.00,1,1,3
13882,48,3,12.00,10,10,0
13890,48,18,2.00,16,16,0
13898,48,20,1.00,17,17,0
13900,49,8,84.00,3,3,4
13901,49,4,95.00,2,2,4
13902,49,1,97.00,1,1,3
13906,49,3,15.00,9,9,0
13914,49,18,2.00,16,16,0
13922,49,20,1.00,17,17,0
13924,50,8,90.00,3,3,4
13925,50,4,95.00,2,2,4
13926,50,1,107.00,1,1,4
13930,50,3,15.00,9,9,0
13938,50,18,2.00,16,16,0
13946,50,20,1.00,18,18,0
13948,51,8,100.00,3,3,5
13949,51,4,103.00,2,2,4
13950,51,1,107.00,1,1,4
13954,51,3,15.00,9,9,0
13962,51,18,6.00,15,15,0
13970,51,20,6.00,14,14,0
13972,52,8,110.00,1,1,6
13973,52,4,109.00,3,3,4
13974,52,1,109.00,2,2,4
13978,52,3,20.00,9,9,0
13986,52,18,6.00,15,15,0
13994,52,20,6.00,14,14,0
15851,321,102,9.00,1,1,1
15867,321,95,0.00,17,17,0
15872,321,117,0.00,22,22,0
15885,322,102,13.00,1,1,1
15901,322,95,3.00,7,7,0
15906,322,117,9.00,2,2,1
15921,323,102,13.00,1,1,1
15937,323,95,3.00,9,9,0
15942,323,117,12.00,2,2,1
15960,324,102,22.00,1,1,2
15976,324,95,3.00,9,9,0
15981,324,117,12.00,4,4,1
15999,325,102,31.00,1,1,3
16015,325,95,7.00,8,8,0
16020,325,117,14.00,3,3,1
16038,326,102,31.00,1,1,3
16054,326,95,13.00,5,5,0
16059,326,117,23.00,2,2,2
16077,327,102,35.00,1,1,3
16093,327,95,13.00,6,6,0
16098,327,117,32.00,2,2,3
16116,328,102,39.00,2,2,3
16132,328,95,13.00,7,7,0
16137,328,117,41.00,1,1,4
16155,329,102,48.00,1,1,4
16171,329,95,13.00,8,8,0
16176,329,117,44.00,2,2,4
16194,330,102,54.00,1,1,4
16210,330,95,13.00,9,9,0
16215,330,117,44.00,2,2,4
16233,331,102,63.00,1,1,5
16249,331,95,13.00,9,9,0
16254,331,117,50.00,2,2,4
16272,332,102,72.00,1,1,6
16288,332,95,16.00,8,8,0
16293,332,117,56.00,2,2,4
16311,333,102,78.00,1,1,6
16327,333,95,25.00,6,6,1
16332,333,117,60.00,2,2,4
16350,334,102,78.00,1,1,6
16366,334,95,31.00,4,4,1
16371,334,117,69.00,2,2,5
16389,335,102,78.00,1,1,6
16405,335,95,31.00,6,6,1
16410,335,117,69.00,2,2,5
16429,336,102,78.00,1,1,6
16445,336,95,37.00,5,5,1
16450,336,117,71.00,2,2,5
17060,305,102,10.00,1,1,1
17061,305,117,6.00,2,2,0
17072,305,57,0.00,13,13,0
17079,305,95,0.00,20,20,0
17094,306,102,20.00,1,1,2
17095,306,117,9.00,2,2,0
17106,306,57,0.00,14,14,0
17113,306,95,0.00,20,20,0
17128,307,102,30.00,1,1,3
17129,307,117,9.00,3,3,0
17140,307,57,2.00,9,9,0
17147,307,95,0.00,26,26,0
17163,308,102,40.00,1,1,4
17164,308,117,11.00,2,2,0
17175,308,57,2.00,12,12,0
17182,308,95,6.00,5,5,0
17198,309,102,40.00,1,1,4
17199,309,117,11.00,3,3,0
17210,309,57,2.00,14,14,0
17217,309,95,7.00,7,7,0
17234,310,102,44.00,1,1,4
17235,310,117,11.00,5,5,0
17246,310,57,2.00,14,14,0
17253,310,95,13.00,4,4,0
17270,311,102,48.00,1,1,4
17271,311,117,17.00,4,4,0
17282,311,57,2.00,14,14,0
17289,311,95,23.00,2,2,1
17306,312,102,51.00,1,1,4
17307,312,117,21.00,4,4,0
17318,312,57,2.00,15,15,0
17325,312,95,33.00,2,2,2
17342,313,102,51.00,1,1,4
17343,313,117,21.00,4,4,0
17354,313,57,2.00,15,15,0
17361,313,95,43.00,2,2,3
17379,314,102,61.00,1,1,5
17380,314,117,21.00,5,5,0
17391,314,57,2.00,15,15,0
17398,314,95,49.00,2,2,3
17416,315,102,71.00,1,1,6
17417,315,117,21.00,6,6,0
17428,315,57,2.00,15,15,0
17435,315,95,49.00,2,2,3
17453,315,30,0.00,34,34,0
17454,316,102,77.00,1,1,6
17455,316,117,25.00,5,5,0
17466,316,57,2.00,15,15,0
17473,316,95,59.00,2,2,4
17491,316,30,2.00,16,16,0
17492,317,102,83.00,1,1,6
17493,317,117,25.00,6,6,0
17504,317,57,2.00,16,16,0
17511,317,95,59.00,2,2,4
17529,317,30,3.00,14,14,0
17530,318,102,85.00,1,1,6
17531,318,117,31.00,4,4,0
17542,318,57,2.00,16,16,0
17549,318,95,69.00,2,2,5
17567,318,30,4.00,14,14,0
17569,319,102,91.00,1,1,6
17570,319,117,34.00,5,5,0
17581,319,57,2.00,16,16,0
17588,319,95,69.00,2,2,5
17606,319,30,4.00,14,14,0
17610,320,102,96.00,1,1,7
17611,320,117,34.00,5,5,0
17622,320,57,2.00,16,16,0
17629,320,95,72.00,2,2,5
17647,320,30,4.00,14,14,0
17651,2,18,15.00,1,1,2
17655,2,4,4.00,6,6,0
17656,2,3,3.50,7,7,0
17663,2,20,0.00,16,16,0
17665,2,8,0.00,18,18,0
17667,2,12,0.00,17,17,0
17670,2,1,1.00,10,10,0
17711,3,18,21.00,1,1,2
17715,3,4,4.00,8,8,0
17716,3,3,3.50,11,11,0
17723,3,20,10.00,3,3,1
17725,3,8,0.00,16,16,0
17727,3,12,0.00,20,20,0
17730,3,1,4.00,10,10,0
17751,4,18,31.00,1,1,3
17755,4,4,5.00,8,8,0
17756,4,3,3.50,11,11,0
17763,4,20,18.00,3,3,1
17765,4,8,3.00,12,12,0
17767,4,12,0.00,17,17,0
17770,4,1,9.00,7,7,0
17771,5,18,41.00,1,1,4
17775,5,4,9.00,8,8,0
17776,5,3,4.50,10,10,0
17783,5,20,23.00,3,3,1
17785,5,8,3.00,13,13,0
17787,5,12,0.00,17,17,0
17790,5,1,9.00,7,7,0
17871,7,18,61.00,1,1,6
17875,7,4,11.00,9,9,0
17876,7,3,11.50,7,7,0
17883,7,20,29.00,3,3,1
17885,7,8,9.00,10,10,0
17887,7,12,0.00,19,19,0
17890,7,1,9.00,11,11,0
17911,8,18,64.00,1,1,6
17915,8,4,11.00,9,9,0
17916,8,3,15.50,7,7,0
17923,8,20,39.00,3,3,2
17925,8,8,10.00,10,10,0
17927,8,12,0.00,19,19,0
17930,8,1,9.00,11,11,0
17931,6,18,51.00,1,1,5
17935,6,4,11.00,7,7,0
17936,6,3,7.50,11,11,0
17943,6,20,23.00,3,3,1
17945,6,8,9.00,8,8,0
17947,6,12,0.00,18,18,0
17950,6,1,9.00,9,9,0
17951,9,18,68.00,1,1,6
17955,9,4,13.00,9,9,0
17956,9,3,20.50,7,7,0
17963,9,20,47.00,2,2,2
17965,9,8,10.00,10,10,0
17967,9,12,0.00,19,19,0
17970,9,1,9.00,11,11,0
17971,10,18,70.00,1,1,6
17975,10,4,13.00,11,11,0
17976,10,3,25.50,5,5,0
17983,10,20,47.00,3,3,2
17985,10,8,18.00,9,9,0
17987,10,12,0.00,20,20,0
17990,10,1,19.00,8,8,1
17992,11,18,72.00,1,1,6
17996,11,4,16.00,11,11,0
17997,11,3,29.50,5,5,0
18004,11,20,47.00,4,4,2
18006,11,8,24.00,7,7,0
18008,11,12,0.00,20,20,0
18011,11,1,27.00,6,6,1
18015,12,18,72.00,1,1,6
18019,12,4,16.00,12,12,0
18020,12,3,30.50,6,6,0
18027,12,20,53.00,3,3,2
18029,12,8,34.00,5,5,1
18031,12,12,0.00,20,20,0
18034,12,1,27.00,7,7,1
18038,13,18,80.00,1,1,6
18042,13,4,20.00,11,11,0
18043,13,3,30.50,6,6,0
18050,13,20,54.00,3,3,2
18052,13,8,40.00,5,5,1
18054,13,12,0.00,20,20,0
18057,13,1,27.00,7,7,1
18062,14,18,84.00,1,1,6
18066,14,4,26.00,8,8,0
18067,14,3,30.50,7,7,0
18074,14,20,59.00,3,3,2
18076,14,8,40.00,5,5,1
18078,14,12,0.00,20,20,0
18081,14,1,37.00,6,6,2
18110,15,18,85.00,1,1,6
18114,15,4,26.00,9,9,0
18115,15,3,34.50,7,7,0
18122,15,20,69.00,3,3,3
18124,15,8,45.00,5,5,1
18126,15,12,0.00,20,20,0
18129,15,1,43.00,6,6,2
18134,16,18,89.00,1,1,6
18138,16,4,26.00,9,9,0
18139,16,3,34.50,7,7,0
18146,16,20,74.00,2,2,3
18148,16,8,48.00,6,6,1
18150,16,12,0.00,20,20,0
18153,16,1,49.00,5,5,2
18159,356,95,9.00,1,1,1
18160,356,117,6.00,2,2,0
18169,356,102,0.00,11,11,0
18196,357,95,9.00,3,3,1
18197,357,117,12.00,1,1,0
18206,357,102,9.00,2,2,1
18235,358,95,9.00,3,3,1
18236,358,117,18.00,2,2,0
18245,358,102,18.00,1,1,2
18274,359,95,9.00,3,3,1
18275,359,117,20.00,2,2,0
18284,359,102,27.00,1,1,3
18313,360,95,9.00,4,4,1
18314,360,117,29.00,1,1,1
18323,360,102,27.00,2,2,3
18352,361,95,9.00,5,5,1
18353,361,117,29.00,1,1,1
18362,361,102,27.00,2,2,3
18391,362,95,15.00,4,4,1
18392,362,117,38.00,1,1,2
18401,362,102,27.00,2,2,3
18434,363,95,21.00,4,4,1
18435,363,117,47.00,1,1,3
18444,363,102,27.00,2,2,3
18477,364,95,25.00,3,3,1
18478,364,117,53.00,1,1,3
18487,364,102,36.00,2,2,4
18520,365,95,34.00,3,3,2
18521,365,117,56.00,1,1,3
18530,365,102,42.00,2,2,4
18563,366,95,38.00,3,3,2
18564,366,117,62.00,1,1,3
18573,366,102,51.00,2,2,5
18607,367,95,38.00,3,3,2
18608,367,117,71.00,1,1,4
18617,367,102,51.00,2,2,5
18652,368,95,38.00,3,3,2
18653,368,117,75.00,1,1,4
18662,368,102,51.00,2,2,5
18698,369,95,38.00,3,3,2
18699,369,117,76.00,1,1,4
18708,369,102,60.00,2,2,6
18885,370,95,38.00,3,3,2
18886,370,117,76.00,1,1,4
18895,370,102,60.00,2,2,6
18932,371,95,38.00,4,4,2
18933,371,117,76.00,1,1,4
18942,371,102,60.00,2,2,6
18979,372,117,9.00,1,1,1
18997,372,95,0.00,19,19,0
19009,373,117,15.00,1,1,1
19027,373,95,0.00,24,24,0
19039,373,102,9.00,2,2,1
19040,374,117,24.00,1,1,2
19058,374,95,0.00,25,25,0
19070,374,102,9.00,3,3,1
19071,375,117,33.00,1,1,3
19089,375,95,0.00,26,26,0
19101,375,102,15.00,3,3,1
19102,376,117,39.00,1,1,3
19120,376,95,0.00,28,28,0
19132,376,102,24.00,2,2,2
19133,377,117,45.00,1,1,3
19151,377,95,0.00,31,31,0
19163,377,102,33.00,2,2,3
19165,378,117,54.00,1,1,4
19183,378,95,0.00,31,31,0
19195,378,102,39.00,2,2,3
19197,379,117,54.00,1,1,4
19215,379,95,6.00,8,8,0
19227,379,102,48.00,2,2,4
19229,380,117,60.00,1,1,4
19247,380,95,6.00,8,8,0
19259,380,102,57.00,2,2,5
19261,381,117,66.00,2,2,4
19279,381,95,6.00,8,8,0
19291,381,102,66.00,1,1,6
19293,382,117,72.00,2,2,4
19311,382,95,6.00,9,9,0
19323,382,102,75.00,1,1,7
19326,383,117,72.00,2,2,4
19344,383,95,6.00,9,9,0
19356,383,102,75.00,1,1,7
19360,384,117,81.00,1,1,5
19378,384,95,6.00,9,9,0
19390,384,102,76.00,2,2,7
19394,385,117,84.00,1,1,6
19412,385,95,12.00,9,9,0
19424,385,102,79.00,2,2,7
19428,386,117,84.00,2,2,6
19446,386,95,12.00,9,9,0
19458,386,102,87.00,1,1,8
19463,387,117,87.00,2,2,7
19481,387,95,12.00,9,9,0
19493,387,102,90.00,1,1,8
19499,388,117,9.00,1,1,1
19504,388,95,1.00,6,6,0
19512,388,102,0.00,14,14,0
19521,389,117,9.00,2,2,1
19526,389,95,10.00,1,1,1
19534,389,102,6.00,4,4,0
19548,390,117,18.00,1,1,2
19553,390,95,10.00,3,3,1
19561,390,102,6.00,4,4,0
19575,391,117,18.00,1,1,2
19580,391,95,10.00,5,5,1
19588,391,102,15.00,2,2,1
19602,392,117,22.00,2,2,2
19607,392,95,12.00,5,5,1
19615,392,102,24.00,1,1,2
19629,393,117,26.00,2,2,2
19634,393,95,21.00,4,4,2
19642,393,102,27.00,1,1,2
19656,394,117,26.00,4,4,2
19661,394,95,30.00,2,2,3
19669,394,102,31.00,1,1,2
19683,395,117,26.00,4,4,2
19688,395,95,30.00,3,3,3
19696,395,102,35.00,2,2,2
19710,396,117,30.00,4,4,2
19715,396,95,30.00,3,3,3
19723,396,102,41.00,2,2,2
19737,397,117,31.00,4,4,2
19742,397,95,39.00,3,3,4
19750,397,102,43.00,2,2,2
19764,398,117,31.00,4,4,2
19769,398,95,43.00,3,3,4
19777,398,102,49.00,2,2,2
19793,399,117,40.00,4,4,3
19798,399,95,43.00,3,3,4
19806,399,102,49.00,2,2,2
19822,400,117,46.00,4,4,3
19827,400,95,52.00,2,2,5
19835,400,102,51.00,3,3,2
19851,401,117,46.00,4,4,3
19856,401,95,61.00,2,2,6
19864,401,102,51.00,3,3,2
19881,402,117,46.00,4,4,3
19886,402,95,61.00,2,2,6
19894,402,102,57.00,3,3,2
19912,403,117,46.00,4,4,3
19917,403,95,61.00,2,2,6
19925,403,102,57.00,3,3,2
19945,404,102,6.00,2,2,0
19956,404,117,0.00,13,13,0
19966,404,177,0.00,23,23,0
19967,404,178,0.00,24,24,0
19968,404,95,0.00,25,25,0
19970,405,102,15.00,1,1,1
19981,405,117,4.00,5,5,0
19991,405,177,3.00,7,7,0
19992,405,178,0.00,25,25,0
19993,405,95,6.00,3,3,0
19995,406,102,15.00,2,2,1
20006,406,117,13.00,3,3,1
20016,406,177,5.00,6,6,0
20017,406,178,0.00,23,23,0
20018,406,95,6.00,4,4,0
20021,407,102,19.00,2,2,1
20032,407,117,22.00,1,1,2
20042,407,177,11.00,4,4,0
20043,407,178,0.00,23,23,0
20044,407,95,9.00,5,5,0
20047,408,102,25.00,1,1,1
20058,408,117,23.00,2,2,2
20068,408,177,11.00,5,5,0
20069,408,178,0.00,20,20,0
20070,408,95,18.00,3,3,1
20073,409,102,27.00,3,3,1
20084,409,117,29.00,1,1,2
20094,409,177,14.00,5,5,0
20095,409,178,0.00,20,20,0
20096,409,95,27.00,2,2,2
20129,410,102,36.00,1,1,2
20140,410,117,33.00,2,2,2
20150,410,177,14.00,5,5,0
20151,410,178,0.00,21,21,0
20152,410,95,29.00,3,3,2
20158,411,102,36.00,3,3,2
20169,411,117,39.00,1,1,2
20179,411,177,17.00,5,5,0
20180,411,178,0.00,22,22,0
20181,411,95,38.00,2,2,3
20187,412,102,36.00,3,3,2
20198,412,117,43.00,2,2,2
20208,412,177,17.00,5,5,0
20209,412,178,0.00,22,22,0
20210,412,95,47.00,1,1,4
20216,413,102,42.00,3,3,2
20227,413,117,44.00,2,2,2
20237,413,177,19.00,5,5,0
20238,413,178,0.00,22,22,0
20239,413,95,51.00,1,1,4
20246,414,102,48.00,2,2,2
20257,414,117,44.00,4,4,2
20267,414,177,19.00,5,5,0
20268,414,178,0.00,22,22,0
20269,414,95,55.00,1,1,4
20276,415,102,48.00,3,3,2
20287,415,117,53.00,2,2,3
20297,415,177,19.00,5,5,0
20298,415,178,3.00,12,12,0
20299,415,95,55.00,1,1,4
20306,416,102,48.00,4,4,2
20317,416,117,53.00,3,3,3
20327,416,177,22.00,5,5,0
20328,416,178,4.00,12,12,0
20329,416,95,61.00,1,1,4
20338,417,102,51.00,4,4,2
20349,417,117,59.00,3,3,3
20359,417,177,22.00,5,5,0
20360,417,178,4.00,12,12,0
20361,417,95,70.00,1,1,5
20370,418,102,55.00,4,4,2
20381,418,117,64.00,2,2,3
20391,418,177,22.00,5,5,0
20392,418,178,4.00,12,12,0
20393,418,95,70.00,1,1,5
20402,419,102,55.00,4,4,2
20413,419,117,72.00,1,1,4
20423,419,177,22.00,6,6,0
20424,419,178,4.00,12,12,0
20425,419,95,70.00,2,2,5
20433,420,117,9.00,1,1,1
20447,420,102,0.00,15,15,0
20450,420,182,0.00,18,18,0
20453,420,177,0.00,21,21,0
20455,420,95,0.00,23,23,0
20458,421,117,9.00,2,2,1
20472,421,102,9.00,3,3,1
20475,421,182,0.00,17,17,0
20478,421,177,0.00,24,24,0
20480,421,95,2.00,7,7,0
20485,422,117,9.00,5,5,1
20499,422,102,9.00,4,4,1
20502,422,182,3.00,8,8,0
20505,422,177,0.00,22,22,0
20507,422,95,4.00,7,7,0
20512,423,117,18.00,2,2,2
20526,423,102,9.00,5,5,1
20529,423,182,3.00,8,8,0
20532,423,177,0.00,17,17,0
20534,423,95,4.00,7,7,0
20540,424,117,22.00,2,2,2
20554,424,102,9.00,5,5,1
20557,424,182,3.00,11,11,0
20560,424,177,3.00,9,9,0
20562,424,95,5.00,8,8,0
20627,425,117,22.00,3,3,2
20641,425,102,9.00,7,7,1
20644,425,182,3.00,12,12,0
20647,425,177,12.00,5,5,1
20649,425,95,5.00,9,9,0
20685,426,117,26.00,2,2,2
20699,426,102,9.00,8,8,1
20702,426,182,3.00,13,13,0
20705,426,177,18.00,4,4,1
20707,426,95,5.00,10,10,0
20714,427,117,35.00,2,2,3
20728,427,102,9.00,8,8,1
20731,427,182,3.00,15,15,0
20734,427,177,18.00,4,4,1
20736,427,95,5.00,11,11,0
20743,428,117,41.00,2,2,3
20757,428,102,9.00,9,9,1
20760,428,182,5.00,12,12,0
20763,428,177,18.00,4,4,1
20765,428,95,6.00,11,11,0
20773,429,117,50.00,1,1,4
20787,429,102,15.00,6,6,1
20790,429,182,5.00,12,12,0
20793,429,177,18.00,5,5,1
20795,429,95,6.00,11,11,0
20804,430,117,56.00,1,1,4
20818,430,102,19.00,4,4,1
20821,430,182,14.00,7,7,1
20824,430,177,18.00,6,6,1
20826,430,95,7.00,12,12,0
20835,431,117,65.00,1,1,5
20849,431,102,23.00,4,4,1
20852,431,182,14.00,8,8,1
20855,431,177,18.00,7,7,1
20857,431,95,7.00,12,12,0
20867,431,178,0.00,33,33,0
20868,432,117,69.00,1,1,5
20882,432,102,32.00,3,3,2
20885,432,182,14.00,8,8,1
20888,432,177,21.00,5,5,1
20890,432,95,13.00,9,9,0
20900,432,178,0.00,34,34,0
20902,433,117,72.00,1,1,5
20916,433,102,38.00,3,3,2
20919,433,182,14.00,9,9,1
20922,433,177,25.00,5,5,1
20924,433,95,22.00,6,6,1
20934,433,178,0.00,36,36,0
20938,434,117,73.00,1,1,5
20952,434,102,38.00,3,3,2
20955,434,182,14.00,9,9,1
20958,434,177,31.00,6,6,1
20960,434,95,31.00,5,5,2
20970,434,178,0.00,35,35,0
20974,435,117,73.00,1,1,5
20988,435,102,38.00,4,4,2
20991,435,182,14.00,10,10,1
20994,435,177,40.00,3,3,2
20996,435,95,31.00,6,6,2
21006,435,178,0.00,35,35,0
21010,436,117,9.00,1,1,1
21011,436,177,6.00,2,2,0
21021,436,182,0.00,12,12,0
21022,436,95,0.00,13,13,0
21033,436,102,0.00,24,24,0
21034,437,117,15.00,1,1,1
21035,437,177,6.00,3,3,0
21045,437,182,9.00,2,2,1
21046,437,95,0.00,18,18,0
21057,437,102,1.00,11,11,0
21061,438,117,15.00,1,1,1
21062,438,177,9.00,5,5,0
21072,438,182,9.00,4,4,1
21073,438,95,0.00,20,20,0
21084,438,102,2.00,12,12,0
21116,439,117,24.00,1,1,2
21117,439,177,9.00,7,7,0
21127,439,182,9.00,6,6,1
21128,439,95,0.00,22,22,0
21139,439,102,2.00,13,13,0
21144,440,117,24.00,1,1,2
21145,440,177,10.00,6,6,0
21155,440,182,18.00,2,2,2
21156,440,95,4.00,9,9,0
21167,440,102,2.00,14,14,0
21172,441,117,28.50,1,1,3
21173,441,177,11.50,6,6,0
21183,441,182,18.00,2,2,2
21184,441,95,4.00,10,10,0
21195,441,102,5.00,9,9,0
21201,442,117,32.50,1,1,3
21202,442,177,11.50,6,6,0
21212,442,182,24.00,2,2,2
21213,442,95,5.00,11,11,0
21224,442,102,5.00,10,10,0
21232,443,117,35.50,1,1,3
21233,443,177,11.50,7,7,0
21243,443,182,24.00,2,2,2
21244,443,95,5.00,11,11,0
21255,443,102,5.00,10,10,0
21263,444,117,35.50,1,1,3
21264,444,177,20.50,5,5,1
21274,444,182,24.00,3,3,2
21275,444,95,6.00,10,10,0
21286,444,102,5.00,11,11,0
21294,445,117,35.50,1,1,3
21295,445,177,20.50,5,5,1
21305,445,182,33.00,2,2,3
21306,445,95,6.00,11,11,0
21317,445,102,9.00,9,9,0
21325,446,117,44.50,1,1,4
21326,446,177,20.50,6,6,1
21336,446,182,39.00,2,2,3
21337,446,95,9.00,11,11,0
21348,446,102,9.00,10,10,0
21356,447,117,44.50,2,2,4
21357,447,177,20.50,7,7,1
21367,447,182,48.00,1,1,4
21368,447,95,9.00,11,11,0
21379,447,102,9.00,10,10,0
21389,448,117,53.50,2,2,5
21390,448,177,20.50,7,7,1
21400,448,182,54.00,1,1,4
21401,448,95,13.00,9,9,0
21412,448,102,9.00,11,11,0
21456,449,117,53.50,2,2,5
21457,449,177,20.50,8,8,1
21467,449,182,63.00,1,1,5
21468,449,95,13.00,9,9,0
21479,449,102,9.00,11,11,0
21490,450,117,62.50,2,2,6
21491,450,177,20.50,8,8,1
21501,450,182,66.00,1,1,5
21502,450,95,13.00,9,9,0
21513,450,102,9.00,11,11,0
21524,451,117,71.50,2,2,7
21525,451,177,20.50,8,8,1
21535,451,182,72.00,1,1,5
21536,451,95,13.00,10,10,0
21547,451,102,13.00,9,9,0
21560,452,182,4.00,2,2,0
21564,452,117,0.00,6,6,0
21569,452,95,0.00,11,11,0
21586,453,182,10.00,1,1,0
21590,453,117,0.00,9,9,0
21595,453,95,0.00,16,16,0
21611,453,178,0.00,20,20,0
21613,453,177,0.00,27,27,0
21615,454,182,10.00,2,2,0
21619,454,117,9.00,3,3,1
21624,454,95,0.00,19,19,0
21640,454,178,0.00,24,24,0
21642,454,177,2.00,10,10,0
21645,455,182,10.00,5,5,0
21649,455,117,15.00,1,1,1
21654,455,95,0.00,21,21,0
21670,455,178,0.00,25,25,0
21672,455,177,5.00,8,8,0
21675,456,182,10.00,6,6,0
21679,456,117,19.00,2,2,1
21684,456,95,0.00,21,21,0
21700,456,178,0.00,26,26,0
21702,456,177,14.00,4,4,1
21705,457,182,10.00,6,6,0
21709,457,117,28.00,1,1,2
21714,457,95,0.00,23,23,0
